"address","_c1","rank"
"005XX S PULASKI RD","831","702"
"060XX S COTTAGE GROVE AVE","830","703"
"036XX N CLARK ST","830","703"
"055XX S STATE ST","830","703"
"033XX W CHICAGO AVE","829","706"
"075XX S COLES AVE","829","706"
"005XX W HARRISON ST","829","706"
"028XX W ROOSEVELT RD","829","706"
"050XX N KIMBALL AVE","827","710"
"050XX W MONROE ST","827","710"
"0000X N HAMLIN BLVD","826","712"
"067XX S COTTAGE GROVE AVE","826","712"
"032XX W NORTH AVE","824","714"
"044XX S PULASKI RD","823","715"
"006XX N MONTICELLO AVE","823","715"
"091XX S COTTAGE GROVE AVE","822","717"
"030XX S HALSTED ST","821","718"
"016XX S DRAKE AVE","821","718"
"039XX W GLADYS AVE","820","720"
"042XX S COTTAGE GROVE AVE","819","721"
"070XX S EGGLESTON AVE","819","721"
"082XX S EXCHANGE AVE","818","723"
"002XX E 35TH ST","818","723"
"006XX E 131ST ST","818","723"
"001XX N WABASH AVE","817","726"
"045XX S FEDERAL ST","817","726"
"001XX N CLARK ST","817","726"
"066XX S RHODES AVE","816","729"
"049XX W QUINCY ST","816","729"
"064XX S EBERHART AVE","816","729"
"070XX S MERRILL AVE","815","732"
"021XX S STATE ST","815","732"
"009XX N MONTICELLO AVE","814","734"
"005XX W OHARE ST","814","734"
"038XX W GRENSHAW ST","814","734"
"063XX S VERNON AVE","813","737"
"036XX W GRENSHAW ST","812","738"
"059XX W DIVISION ST","811","739"
"067XX N SHERIDAN RD","811","739"
"046XX S DAMEN AVE","811","739"
"072XX S COLES AVE","808","742"
"075XX N WESTERN AVE","808","742"
"041XX W WEST END AVE","807","744"
"041XX W WASHINGTON BLVD","807","744"
"035XX W LEXINGTON ST","806","746"
"001XX W RANDOLPH ST","806","746"
"009XX N SEDGWICK ST","806","746"
"002XX S LAVERGNE AVE","805","749"
"050XX W ADAMS ST","805","749"
"010XX N HARDING AVE","805","749"
"019XX N CICERO AVE","805","749"
"016XX N MILWAUKEE AVE","804","753"
"103XX S DOTY AVE E","803","754"
"012XX W 87TH ST","803","754"
"043XX W GLADYS AVE","803","754"
"010XX N PULASKI RD","803","754"
"056XX S GREEN ST","803","754"
"074XX S STONY ISLAND AVE","802","759"
"047XX S KEDZIE AVE","802","759"
"103XX S HALSTED ST","802","759"
"056XX S WOLCOTT AVE","801","762"
"075XX S COTTAGE GROVE AVE","800","763"
"049XX W SUPERIOR ST","800","763"
"068XX S HALSTED ST","799","765"
"052XX W QUINCY ST","799","765"
"048XX N WINTHROP AVE","798","767"
"015XX N CLYBOURN AVE","798","767"
"018XX W FULLERTON AVE","798","767"
"015XX S CALIFORNIA BLVD","797","770"
"095XX S HALSTED ST","796","771"
"029XX W ADDISON ST","796","771"
"025XX N CLARK ST","796","771"
"048XX W SUPERIOR ST","795","774"
"032XX N BROADWAY","795","774"
"001XX E DELAWARE PL","795","774"
"049XX W HURON ST","794","777"
"032XX W MAYPOLE AVE","794","777"
"052XX W WASHINGTON BLVD","794","777"
"042XX W ADAMS ST","793","780"
"003XX S MAPLEWOOD AVE","793","780"
"031XX W 26TH ST","793","780"
"032XX W WALNUT ST","792","783"
"070XX S SANGAMON ST","792","783"
"068XX S EAST END AVE","791","785"
"056XX W CORCORAN PL","791","785"
"007XX S CALIFORNIA AVE","790","787"
"003XX S WESTERN AVE","790","787"
"057XX S CALUMET AVE","790","787"
"040XX W DIVISION ST","790","787"
"015XX E 67TH ST","789","791"
"025XX W VAN BUREN ST","789","791"
"004XX E 71ST ST","789","791"
"039XX W FULLERTON AVE","789","791"
"059XX S STATE ST","789","791"
"070XX S JEFFERY BLVD","788","796"
"062XX S ROCKWELL ST","788","796"
"049XX S WABASH AVE","788","796"
"001XX W MADISON ST","788","796"
"024XX W MADISON ST","788","796"
"046XX W MADISON ST","788","796"
"063XX S EBERHART AVE","788","796"
"040XX W NORTH AVE","787","803"
"005XX N PINE AVE","787","803"
"054XX N SHERIDAN RD","787","803"
"031XX W CERMAK RD","786","806"
"055XX W MADISON ST","786","806"
"048XX W ARTHINGTON ST","786","806"
"063XX S CALIFORNIA AVE","785","809"
"006XX N LAKE SHORE DR","785","809"
"024XX N CLARK ST","785","809"
"017XX N KOSTNER AVE","785","809"
"016XX W 95TH ST","784","813"
"003XX N STATE ST","783","814"
"056XX S LOOMIS BLVD","782","815"
"113XX S MICHIGAN AVE","781","816"
"076XX S COLFAX AVE","780","817"
"050XX S COTTAGE GROVE AVE","780","817"
"026XX W HIRSCH ST","779","819"
"011XX N LECLAIRE AVE","779","819"
"057XX S THROOP ST","779","819"
"011XX N MONTICELLO AVE","778","822"
"007XX W GARFIELD BLVD","778","822"
"0000X S WABASH AVE","778","822"
"027XX W NORTH AVE","777","825"
"001XX N DEARBORN ST","775","826"
"042XX W DIVISION ST","775","826"
"048XX W LAKE ST","773","828"
"061XX N SHERIDAN RD","773","828"
"036XX W ARMITAGE AVE","772","830"
"033XX W ADAMS ST","771","831"
"076XX S PHILLIPS AVE","771","831"
"012XX S MICHIGAN AVE","770","833"
"069XX S CLYDE AVE","770","833"
"002XX N COLUMBUS DR","769","835"
"003XX E 75TH ST","769","835"
"115XX S HALSTED ST","769","835"
"049XX S WESTERN AVE","769","835"
"076XX S EXCHANGE AVE","768","839"
"069XX S CRANDON AVE","768","839"
"087XX S ESCANABA AVE","767","841"
"032XX W DIVISION ST","767","841"
"0000X S LA SALLE ST","767","841"
"022XX S WESTERN AVE","766","844"
"057XX S LAFLIN ST","765","845"
"074XX N CLARK ST","765","845"
"039XX N SHERIDAN RD","764","847"
"002XX E RANDOLPH ST","764","847"
"069XX S PEORIA ST","763","849"
"031XX W DOUGLAS BLVD","762","850"
"030XX W 63RD ST","762","850"
"090XX S COMMERCIAL AVE","762","850"
"011XX W BRYN MAWR AVE","762","850"
"059XX S ROCKWELL ST","761","854"
"047XX S VINCENNES AVE","761","854"
"066XX S OAKLEY AVE","761","854"
"020XX N HALSTED ST","761","854"
"047XX W LAKE ST","760","858"
"027XX W JACKSON BLVD","760","858"
"0000X N MAYFIELD AVE","759","860"
"013XX N LARRABEE ST","759","860"
"001XX E WALTON ST","759","860"
"064XX S KEDZIE AVE","758","863"
"027XX W HARRISON ST","758","863"
"049XX S FEDERAL ST","758","863"
"002XX W 87 ST","758","863"
"001XX N PARKSIDE AVE","758","863"
"051XX S INDIANA AVE","758","863"
"026XX W DIVISION ST","758","863"
"006XX N RIDGEWAY AVE","755","870"
"034XX W FLOURNOY ST","755","870"
"030XX W LEXINGTON ST","755","870"
"012XX N DEARBORN ST","755","870"
"051XX S WOOD ST","754","874"
"029XX E 92ND ST","754","874"
"087XX S LAFAYETTE AVE","753","876"
"041XX W WILCOX ST","752","877"
"073XX S JEFFERY BLVD","751","878"
"111XX S STATE ST","751","878"
"079XX S EXCHANGE AVE","751","878"
"013XX W 13TH ST","750","881"
"053XX W NORTH AVE","749","882"
"077XX S PEORIA ST","749","882"
"006XX N ST LOUIS AVE","749","882"
"055XX W QUINCY ST","749","882"
"010XX W ARGYLE ST","749","882"
"006XX W 63RD ST","748","887"
"080XX S MARSHFIELD AVE","748","887"
"074XX S COLFAX AVE","746","889"
"045XX W JACKSON BLVD","746","889"
"072XX S STONY ISLAND AVE","746","889"
"028XX W FLOURNOY ST","746","889"
"049XX W ERIE ST","745","893"
"002XX W RANDOLPH ST","744","894"
"006XX N FRANKLIN ST","744","894"
"0000X W MONROE ST","744","894"
"012XX N STATE PKWY","744","894"
"013XX N PAULINA ST","743","898"
"069XX S PAXTON AVE","743","898"
"061XX S ROCKWELL ST","743","898"
"021XX N CALIFORNIA AVE","743","898"
"001XX W 79TH ST","742","902"
"013XX S ASHLAND AVE","742","902"
"003XX S DEARBORN ST","742","902"
"026XX N HALSTED ST","742","902"
"037XX N CLARK ST","741","906"
"019XX E 79TH ST","741","906"
"027XX W DIVISION ST","739","908"
"071XX S STONY ISLAND AVE","739","908"
"099XX S HALSTED ST","739","908"
"056XX S ELIZABETH ST","739","908"
"031XX N MILWAUKEE AVE","738","912"
"069XX N CLARK ST","738","912"
"069XX N ASHLAND BLVD","738","912"
"009XX N RUSH ST","738","912"
"038XX W CHICAGO AVE","738","912"
"023XX W WARREN BLVD","738","912"
"064XX S COTTAGE GROVE AVE","737","918"
"039XX W CHICAGO AVE","737","918"
"062XX S STEWART AVE","737","918"
"0000X E ONTARIO ST","737","918"
"043XX W MADISON ST","737","918"
"111XX S HALSTED ST","735","923"
"002XX E 121ST PL","735","923"
"008XX W WELLINGTON AVE","735","923"
"064XX N SHERIDAN RD","735","923"
"019XX W HARRISON ST","735","923"
"079XX S PAULINA ST","734","928"
"020XX S STATE ST","734","928"
"016XX W 47TH ST","734","928"
"040XX S LAKE PARK AVE","733","931"
"025XX W DIVISION ST","733","931"
"078XX S CORNELL AVE","733","931"
"079XX S BISHOP ST","733","931"
"039XX W LEXINGTON ST","733","931"
"033XX W MONROE ST","732","936"
"050XX W GLADYS AVE","731","937"
"073XX S EXCHANGE AVE","731","937"
"075XX N CLARK ST","731","937"
"057XX N WINTHROP AVE","731","937"
"007XX N WELLS ST","730","941"
"046XX N CLIFTON AVE","730","941"
"055XX N CLARK ST","730","941"
"002XX N PULASKI RD","730","941"
"003XX E NORTH WATER ST","730","941"
"019XX W GARFIELD BLVD","728","946"
"036XX W 16TH ST","728","946"
"077XX S BURNHAM AVE","728","946"
"023XX E 79TH ST","727","949"
"061XX S VERNON AVE","727","949"
"031XX N BROADWAY","727","949"
"021XX S WABASH AVE","727","949"
"011XX N HARDING AVE","726","953"
"026XX N MILWAUKEE AVE","726","953"
"023XX W LOGAN BLVD","726","953"
"001XX E CHICAGO AVE","726","953"
"049XX W AUGUSTA BLVD","726","953"
"014XX W 47TH ST","726","953"
"011XX N LA SALLE DR","725","959"
"059XX S CARPENTER ST","724","960"
"025XX N ELSTON AVE","724","960"
"012XX S LAWNDALE AVE","724","960"
"064XX S HONORE ST","724","960"
"005XX N LARAMIE AVE","723","964"
"026XX E 75TH ST","723","964"
"007XX N HOMAN AVE","723","964"
"003XX E 43RD ST","722","967"
"008XX N MICHIGAN AV","722","967"
"015XX S RIDGEWAY AVE","722","967"
"059XX W MADISON ST","721","970"
"015XX S CHRISTIANA AVE","720","971"
"014XX S HOMAN AVE","720","971"
"088XX S COMMERCIAL AVE","719","973"
"028XX W CERMAK RD","718","974"
"073XX S DORCHESTER AVE","718","974"
"053XX S JUSTINE ST","718","974"
"006XX W OHARE ST","718","974"
"087XX S SAGINAW AVE","717","978"
"017XX W 18TH ST","716","979"
"0000X E 95TH ST","716","979"
"052XX N LINCOLN AVE","716","979"
"009XX W GARFIELD BLVD","716","979"
"040XX W ROOSEVELT RD","715","983"
"022XX N MILWAUKEE AVE","715","983"
"063XX S CAMPBELL AVE","715","983"
"020XX W ADAMS ST","715","983"
"069XX S WESTERN AVE","715","983"
"055XX W GLADYS AVE","715","983"
"029XX N ASHLAND AVE","714","989"
"041XX N MARINE DR","714","989"
"051XX S FEDERAL ST","714","989"
"056XX S ABERDEEN ST","714","989"
"006XX W DIVERSEY PKWY","714","989"
"023XX E 70TH ST","713","994"
"078XX S ASHLAND AVE","713","994"
"049XX N KENMORE AVE","713","994"
"025XX N NARRAGANSETT AVE","712","997"
"002XX E OHIO ST","712","997"
"018XX E 71ST ST","712","997"
"0000X N PULASKI RD","712","997"
"056XX S PRAIRIE AVE","712","997"
"092XX S COMMERCIAL AVE","712","997"
"030XX W JACKSON BLVD","712","997"
"042XX W NORTH AVE","711","1004"
"037XX W DOUGLAS BLVD","711","1004"
"042XX S PRINCETON AVE","711","1004"
"016XX S CENTRAL PARK AVE","711","1004"
"007XX N LOTUS AVE","711","1004"
"034XX W ADDISON ST","710","1009"
"058XX W NORTH AVE","710","1009"
"078XX S LAFLIN ST","710","1009"
"006XX N CICERO AVE","710","1009"
"069XX S STATE ST","710","1009"
"044XX W JACKSON BLVD","710","1009"
"047XX W VAN BUREN ST","710","1009"
"009XX N LAWLER AVE","710","1009"
"055XX W JACKSON BLVD","709","1017"
"011XX E 82ND ST","709","1017"
"077XX S PHILLIPS AVE","708","1019"
"004XX N CENTRAL AVE","708","1019"
"062XX S CAMPBELL AVE","708","1019"
"065XX S WESTERN AVE","708","1019"
"033XX W POTOMAC AVE","708","1019"
"008XX N AVERS AVE","708","1019"
"046XX S LAKE PARK AVE","708","1019"
"025XX W NORTH AVE","707","1026"
"050XX S PRAIRIE AVE","707","1026"
"131XX S LANGLEY AVE","707","1026"
"076XX N PAULINA ST","706","1029"
"051XX S PRAIRIE AVE","706","1029"
"001XX N WALLER AVE","706","1029"
"050XX W ERIE ST","706","1029"
"078XX S YATES BLVD","706","1029"
"003XX E 35TH ST","705","1034"
"070XX S THROOP ST","705","1034"
"115XX S MICHIGAN AVE","705","1034"
"079XX S SOUTH SHORE DR","705","1034"
"048XX W RICE ST","704","1038"
"109XX S MICHIGAN AVE","704","1038"
"005XX N WALLER AVE","704","1038"
"002XX S DEARBORN ST","704","1038"
"078XX S CREGIER AVE","704","1038"
"020XX W DIVISION ST","704","1038"
"040XX W ARMITAGE AVE","704","1038"
"020XX W NORTH AVE","703","1045"
"0000X W ONTARIO ST","703","1045"
"022XX W DIVISION ST","703","1045"
"001XX S LA SALLE ST","703","1045"
"024XX W NORTH AVE","703","1045"
"003XX E OHIO ST","702","1050"
"001XX N KEDZIE AVE","702","1050"
"008XX W NORTH AVE","702","1050"
"043XX W MAYPOLE AVE","702","1050"
"050XX S CICERO AVE","702","1050"
"047XX S HALSTED ST","701","1055"
"015XX N FREMONT ST","701","1055"
"017XX W HARRISON ST","701","1055"
"075XX S UNION AVE","701","1055"
"042XX W MAYPOLE AVE","700","1059"
"049XX W MONROE ST","700","1059"
"0000X N LA SALLE ST","698","1061"
"022XX E 103RD ST","698","1061"
"001XX W 103RD ST","698","1061"
"043XX W MONROE ST","697","1064"
"017XX S STATE ST","697","1064"
"061XX S INDIANA AVE","696","1066"
"010XX N AVERS AVE","696","1066"
"013XX S SACRAMENTO DR","696","1066"
"008XX W 87TH ST","696","1066"
"020XX W 63RD ST","695","1070"
"010XX N LEAMINGTON AVE","694","1071"
"091XX S STONY ISLAND AVE","694","1071"
"078XX S KINGSTON AVE","694","1071"
"007XX N LOREL AVE","694","1071"
"031XX W WARREN BLVD","694","1071"
"078XX S COLFAX AVE","694","1071"
"061XX N WINTHROP AVE","693","1077"
"015XX S HOMAN AVE","693","1077"
"010XX N RIDGEWAY AVE","693","1077"
"066XX S DREXEL AVE","692","1080"
"012XX S KOLIN AVE","692","1080"
"031XX W MONROE ST","691","1082"
"071XX S NORMAL BLVD","690","1083"
"075XX S ESSEX AVE","690","1083"
"044XX W CONGRESS PKWY","689","1085"
"007XX N CICERO AVE","689","1085"
"007XX S CICERO AVE","688","1087"
"072XX S JEFFERY BLVD","688","1087"
"098XX S HALSTED ST","688","1087"
"008XX S STATE ST","688","1087"
"044XX S STATE ST","688","1087"
"085XX S GREEN ST","687","1092"
"0000X N DEARBORN ST","687","1092"
"035XX S GILES AVE","687","1092"
"085XX S ASHLAND AVE","686","1095"
"074XX S PHILLIPS AVE","686","1095"
"024XX N MILWAUKEE AVE","685","1097"
"027XX W OGDEN AV","685","1097"
"033XX N CLARK ST","685","1097"
"052XX N BROADWAY","685","1097"
"106XX S HALSTED ST","685","1097"
"055XX S DR MARTIN LUTHER KING JR DR","684","1102"
"111XX S VINCENNES AVE","684","1102"
"043XX S ARCHER AVE","683","1104"
"079XX S WABASH AVE","683","1104"
"032XX W FULTON BLVD","683","1104"
"051XX W HARRISON ST","683","1104"
"056XX N RIDGE AVE","682","1108"
"023XX N MILWAUKEE AVE","681","1109"
"051XX S ASHLAND AVE","681","1109"
"059XX S RACINE AVE","681","1109"
"029XX W WARREN BLVD","681","1109"
"008XX W 59TH ST","681","1109"
"043XX S STATE ST","680","1114"
"003XX E ILLINOIS ST","680","1114"
"079XX S LAFLIN ST","680","1114"
"029XX N MILWAUKEE AVE","680","1114"
"072XX S YATES BLVD","680","1114"
"024XX E 75TH ST","679","1119"
"065XX S COTTAGE GROVE AVE","679","1119"
"013XX S CENTRAL PARK AVE","678","1121"
"054XX S WELLS ST","678","1121"
"033XX W LE MOYNE ST","677","1123"
"062XX S KEDZIE AVE","677","1123"
"043XX W ADAMS ST","677","1123"
"081XX S ELLIS AVE","677","1123"
"079XX S HERMITAGE AVE","676","1127"
"018XX S KILDARE AVE","676","1127"
"077XX S PAULINA ST","676","1127"
"012XX N CLYBOURN AVE","676","1127"
"009XX W NORTH AVE","676","1127"
"004XX W EVERGREEN AVE","675","1132"
"079XX S VINCENNES AVE","675","1132"
"079XX S PAXTON AVE","674","1134"
"035XX W NORTH AVE","673","1135"
"001XX W ONTARIO ST","672","1136"
"013XX W WASHBURNE AVE","671","1137"
"073XX N DAMEN AVE","671","1137"
"015XX E 53RD ST","671","1137"
"029XX W 63RD ST","671","1137"
"109XX S VERNON AVE","671","1137"
"065XX S LAFLIN ST","670","1142"
"036XX W CHICAGO AVE","669","1143"
"065XX S RICHMOND ST","668","1144"
"019XX N HAMLIN AVE","668","1144"
"016XX W NORTH AVE","668","1144"
"014XX S ST LOUIS AVE","667","1147"
"001XX N MENARD AVE","666","1148"
"008XX E 82ND ST","666","1148"
"059XX S SANGAMON ST","666","1148"
"115XX S PERRY AVE","666","1148"
"033XX W WALNUT ST","666","1148"
"067XX S CHAPPEL AVE","665","1153"
"006XX N SPRINGFIELD AVE","665","1153"
"005XX E 47TH ST","665","1153"
"063XX S CLAREMONT AVE","665","1153"
"087XX S EXCHANGE AVE","665","1153"
"007XX N CLARK ST","664","1158"
"046XX W 59TH ST","664","1158"
"010XX W 63RD ST","664","1158"
"039XX W MONROE ST","664","1158"
"032XX W 87TH ST","663","1162"
"001XX E 47TH ST","663","1162"
"065XX S CHAMPLAIN AVE","663","1162"
"052XX S DREXEL AVE","662","1165"
"072XX S BENNETT AVE","662","1165"
"035XX N HALSTED ST","662","1165"
"032XX W MADISON ST","662","1165"
"0000X N PINE AVE","662","1165"
"046XX N MARINE DR","662","1165"
"066XX S MARQUETTE RD","661","1171"
"015XX S HARDING AVE","661","1171"
"016XX W MADISON ST","661","1171"
"032XX W ARMITAGE AVE","661","1171"
"050XX S DREXEL BLVD","660","1175"
"004XX N SPRINGFIELD AVE","660","1175"
"054XX S CORNELL AVE","660","1175"
"027XX S INDIANA AVE","660","1175"
"079XX S LANGLEY AVE","659","1179"
"021XX N LONG AVE","659","1179"
"0000X W CERMAK RD","659","1179"
"069XX S MERRILL AVE","658","1182"
"044XX W ADAMS ST","658","1182"
"038XX W MAYPOLE AVE","658","1182"
"024XX E 79TH ST","658","1182"
"029XX S DR MARTIN LUTHER KING JR DR","657","1186"
"089XX S ASHLAND AVE","657","1186"
"003XX W 64TH ST","656","1188"
"009XX N LAVERGNE AVE","656","1188"
"053XX S LAFLIN ST","656","1188"
"009XX N HARDING AVE","656","1188"
"061XX S MORGAN ST","656","1188"
"056XX W BELMONT AVE","655","1193"
"071XX S BENNETT AVE","655","1193"
"076XX S GREEN ST","655","1193"
"033XX W CRYSTAL ST","655","1193"
"052XX S MARSHFIELD AVE","655","1193"
"025XX E 75TH ST","654","1198"
"038XX S DR MARTIN LUTHER KING JR DR","654","1198"
"047XX W HARRISON ST","654","1198"
"054XX W NORTH AVE","654","1198"
"033XX W ROOSEVELT RD","653","1202"
"102XX S MICHIGAN AVE","653","1202"
"048XX W WASHINGTON BLVD","653","1202"
"002XX W WASHINGTON ST","653","1202"
"010XX N KEELER AVE","652","1206"
"057XX S ARTESIAN AVE","652","1206"
"022XX W WARREN BLVD","652","1206"
"038XX S MICHIGAN AVE","652","1206"
"021XX S MICHIGAN AVE","651","1210"
"013XX W GREENLEAF AVE","651","1210"
"048XX W FULTON ST","651","1210"
"011XX N LEAMINGTON AVE","651","1210"
"073XX S ASHLAND AVE","650","1214"
"062XX S WHIPPLE ST","650","1214"
"006XX N AVERS AVE","650","1214"
"004XX E 79TH ST","649","1217"
"043XX W WASHINGTON BLVD","649","1217"
"001XX N LATROBE AVE","649","1217"
"001XX S PULASKI RD","649","1217"
"006XX S WABASH AVE","649","1217"
"067XX N CLARK ST","649","1217"
"002XX W JACKSON BLVD","648","1223"
"008XX N TRUMBULL AVE","648","1223"
"042XX W IRVING PARK RD","648","1223"
"050XX W QUINCY ST","648","1223"
"007XX E 43RD ST","648","1223"
"047XX W MAYPOLE AVE","647","1228"
"040XX N BROADWAY","647","1228"
"013XX N SEDGWICK ST","646","1230"
"066XX S DR MARTIN LUTHER KING JR DR","646","1230"
"078XX S EMERALD AVE","646","1230"
"055XX W MONROE ST","645","1233"
"0000X S KEDZIE AVE","645","1233"
"025XX S MICHIGAN AVE","645","1233"
"002XX W 47TH ST","645","1233"
"060XX S PRAIRIE AVE","644","1237"
"010XX N CLARK ST","644","1237"
"079XX S VERNON AVE","643","1239"
"015XX W 51ST ST","643","1239"
"067XX S WESTERN AVE","643","1239"
"013XX W WILSON AVE","643","1239"
"018XX S DRAKE AVE","643","1239"
"010XX W HOLLYWOOD AVE","642","1244"
"027XX W AUGUSTA BLVD","642","1244"
"044XX W THOMAS ST","641","1246"
"009XX W LAWRENCE AVE","641","1246"
"016XX W DIVISION ST","641","1246"
"0000X N CENTRAL AVE","641","1246"
"062XX S LANGLEY AVE","641","1246"
"052XX W JACKSON BLVD","640","1251"
"069XX S DORCHESTER AVE","640","1251"
"036XX W FLOURNOY ST","640","1251"
"057XX S ABERDEEN ST","640","1251"
"002XX W MERCHANDISE MART PLZ","639","1255"
"041XX S ASHLAND AVE","639","1255"
"067XX S ASHLAND AVE","638","1257"
"001XX N LEAMINGTON AVE","638","1257"
"072XX S WESTERN AVE","638","1257"
"037XX N HALSTED ST","638","1257"
"110XX S VERNON AVE","638","1257"
"049XX W OHIO ST","637","1262"
"047XX S CICERO AVE","636","1263"
"078XX S PAULINA ST","636","1263"
"026XX W 63RD ST","636","1263"
"047XX N BROADWAY","636","1263"
"021XX N CICERO AVE","636","1263"
"027XX W 68TH ST","634","1268"
"014XX N MAPLEWOOD AVE","633","1269"
"042XX W WEST END AVE","633","1269"
"016XX N DAMEN AVE","633","1269"
"034XX N WESTERN AVE","633","1269"
"069XX S CORNELL AVE","633","1269"
"069XX S SANGAMON ST","633","1269"
"019XX W LAWRENCE AVE","633","1269"
"056XX W NORTH AVE","633","1269"
"011XX N KEYSTONE AVE","632","1277"
"069XX S GREEN ST","632","1277"
"0000X W SUPERIOR ST","632","1277"
"033XX W OGDEN AVE","632","1277"
"010XX N HAMLIN AVE","631","1281"
"044XX W WASHINGTON BLVD","631","1281"
"048XX W WABANSIA AVE","631","1281"
"056XX S EMERALD AVE","631","1281"
"080XX S DREXEL AVE","631","1281"
"005XX E PERSHING RD","631","1281"
"014XX E 53RD ST","631","1281"
"059XX S JUSTINE ST","631","1281"
"050XX S MICHIGAN AVE","631","1281"
"016XX W JUNEWAY TER","631","1281"
"057XX S CICERO AV","631","1281"
"073XX N ROGERS AVE","631","1281"
"074XX S DORCHESTER AVE","630","1293"
"011XX W THORNDALE AVE","630","1293"
"020XX N PULASKI RD","630","1293"
"031XX W 63RD ST","630","1293"
"065XX S CALIFORNIA AVE","628","1297"
"048XX W IRVING PARK RD","628","1297"
"015XX S SPAULDING AVE","628","1297"
"037XX W ARMITAGE AVE","628","1297"
"060XX N WINTHROP AVE","627","1301"
"051XX S CALUMET AVE","627","1301"
"001XX S WABASH AVE","627","1301"
"028XX W MONROE ST","626","1304"
"013XX S CHRISTIANA AVE","626","1304"
"089XX S BUFFALO AVE","626","1304"
"071XX S ROCKWELL ST","626","1304"
"051XX S HERMITAGE AVE","626","1304"
"103XX S WENTWORTH AVE","626","1304"
"132XX S LANGLEY AVE","626","1304"
"119XX S HALSTED ST","626","1304"
"008XX W 76TH ST","626","1304"
"001XX W 109TH ST","626","1304"
"069XX S INDIANA AVE","625","1314"
"002XX E GRAND AVE","625","1314"
